Relatório;;;;;;
Arquivo criado em:2024-02-23 17:33:56;;;;;;
;;;;;;
Informação de dispositivo;;;;;;
Modelo do dispositivo;RC-51H;;Tipo de Sensor;Temperatura & Umidade(Interna);;
Número de série;EL2205000383;;Versão do firmware;V2,2;;
Número da Viagem;;;;;;
Número da Viagem;0000001;;;;;
Número da Viagem;Qualificacao Termica.                                                                              ;;;;;
Config. informação;;;;;;
Modo Iniciar;Início cronometrado;;Intervalo de registro;0:1:0;;
Atraso de início;0H0M;;Repita o início;Habilitar;;
Fuso horário;UTC -03:00;;Modo de parada;Botão + Software;;
Luz;Desabilitar;;O intervalo é encurtado após o limite ser excedido;Desabilitar;;
Mark Time;;;;;;
N/A;;;;;;
;;;;;;
Limiar de Alarme;Atraso de alarme;Duração acima do limite;Tempos acima do limite;Status de Alarme;;
H3:;;;;;;
H2:;;;;;;
H1:30,0°C;0D 0H 0M 0S;3D 8H 24M 0S;22;Alarme;;
Zona Ideal;Ilimitado;0D 0H 0M 0S;;;;
L1:15,0°C;0D 0H 0M 0S;0D 0H 0M 0S;0;Normal;;
L2:;;;;;;
Acima:;;;;;;
Zona Ideal;Ilimitado;;;;;
Abaixo:;;;;;;
Resumo;;;;;;
415;2024-02-16 00:54:00;28,9;75,5;;;
416;2024-02-16 00:55:00;28,9;75,4;;;
417;2024-02-16 00:56:00;28,9;75,4;;;
984;2024-02-16 10:23:00;28,9;75,1;;;
985;2024-02-16 10:24:00;28,9;74,9;;;
986;2024-02-16 10:25:00;28,9;75;;;
987;2024-02-16 10:26:00;28,9;75;;;
988;2024-02-16 10:27:00;28,9;75;;;
989;2024-02-16 10:28:00;28,9;75;;;
990;2024-02-16 10:29:00;28,9;74,8;;;
991;2024-02-16 10:30:00;28,9;74,8;;;
992;2024-02-16 10:31:00;28,9;74,8;;;
993;2024-02-16 10:32:00;28,9;74,7;;;
996;2024-02-16 10:35:00;28,9;74,7;;;
1823;2024-02-17 00:22:00;28,9;75,1;;;
1824;2024-02-17 00:23:00;28,9;75,1;;;
1825;2024-02-17 00:24:00;28,9;75;;;
1826;2024-02-17 00:25:00;28,9;75,1;;;
1827;2024-02-17 00:26:00;28,9;75,1;;;
1828;2024-02-17 00:27:00;28,9;75;;;
1830;2024-02-17 00:29:00;28,9;74,8;;;
1831;2024-02-17 00:30:00;28,9;74,8;;;
1832;2024-02-17 00:31:00;28,9;74,7;;;
1855;2024-02-17 00:54:00;28,9;74,3;;;
1861;2024-02-17 01:00:00;28,9;74,3;;;
1866;2024-02-17 01:05:00;28,9;74,3;;;
1868;2024-02-17 01:07:00;28,9;74,3;;;
1869;2024-02-17 01:08:00;28,9;74,3;;;
1870;2024-02-17 01:09:00;28,9;74,3;;;
1871;2024-02-17 01:10:00;28,9;74,3;;;
1872;2024-02-17 01:11:00;28,9;74,3;;;
1873;2024-02-17 01:12:00;28,9;74,3;;;
1874;2024-02-17 01:13:00;28,9;74,3;;;
1875;2024-02-17 01:14:00;28,9;74,4;;;
1876;2024-02-17 01:15:00;28,9;74,4;;;
1877;2024-02-17 01:16:00;28,9;74,3;;;
1878;2024-02-17 01:17:00;28,9;74,4;;;
1879;2024-02-17 01:18:00;28,9;74,4;;;
1880;2024-02-17 01:19:00;28,9;74,3;;;
1881;2024-02-17 01:20:00;28,9;74,3;;;
1882;2024-02-17 01:21:00;28,9;74,3;;;
1883;2024-02-17 01:22:00;28,9;74,3;;;
1884;2024-02-17 01:23:00;28,9;74,3;;;
1885;2024-02-17 01:24:00;28,9;74,3;;;
1886;2024-02-17 01:25:00;28,9;74,3;;;
1887;2024-02-17 01:26:00;28,9;74,3;;;
1888;2024-02-17 01:27:00;28,9;74,3;;;
1889;2024-02-17 01:28:00;28,9;74,3;;;
1890;2024-02-17 01:29:00;28,9;74,3;;;
1891;2024-02-17 01:30:00;28,9;74,3;;;
1892;2024-02-17 01:31:00;28,9;74,3;;;
1893;2024-02-17 01:32:00;28,9;74,3;;;
1894;2024-02-17 01:33:00;28,9;74,3;;;
1895;2024-02-17 01:34:00;28,9;74,3;;;
1896;2024-02-17 01:35:00;28,9;74,3;;;
1897;2024-02-17 01:36:00;28,9;74,3;;;
1898;2024-02-17 01:37:00;28,9;74,3;;;
1899;2024-02-17 01:38:00;28,9;74,3;;;
1900;2024-02-17 01:39:00;28,9;74,3;;;
1901;2024-02-17 01:40:00;28,9;74,4;;;
1902;2024-02-17 01:41:00;28,9;74,3;;;
1903;2024-02-17 01:42:00;28,9;74,3;;;
1904;2024-02-17 01:43:00;28,9;74,3;;;
1905;2024-02-17 01:44:00;28,9;74,3;;;
1906;2024-02-17 01:45:00;28,9;74,3;;;
1907;2024-02-17 01:46:00;28,9;74,4;;;
1908;2024-02-17 01:47:00;28,9;74,3;;;
1909;2024-02-17 01:48:00;28,9;74,4;;;
1910;2024-02-17 01:49:00;28,9;74,4;;;
1911;2024-02-17 01:50:00;28,9;74,3;;;
1912;2024-02-17 01:51:00;28,9;74,4;;;
1913;2024-02-17 01:52:00;28,9;74,4;;;
1914;2024-02-17 01:53:00;28,9;74,4;;;
1915;2024-02-17 01:54:00;28,9;74,4;;;
1916;2024-02-17 01:55:00;28,9;74,4;;;
1917;2024-02-17 01:56:00;28,9;74,4;;;
1918;2024-02-17 01:57:00;28,9;74,4;;;
1919;2024-02-17 01:58:00;28,9;74,4;;;
1920;2024-02-17 01:59:00;28,9;74,4;;;
1921;2024-02-17 02:00:00;28,9;74,4;;;
1923;2024-02-17 02:02:00;28,9;74,4;;;
1924;2024-02-17 02:03:00;28,9;74,4;;;
1925;2024-02-17 02:04:00;28,9;74,4;;;
1926;2024-02-17 02:05:00;28,9;74,4;;;
1927;2024-02-17 02:06:00;28,9;74,4;;;
1928;2024-02-17 02:07:00;28,9;74,4;;;
1930;2024-02-17 02:09:00;28,9;74,4;;;
1932;2024-02-17 02:11:00;28,9;74,4;;;
2278;2024-02-17 07:57:00;28,9;76,1;;;
2279;2024-02-17 07:58:00;28,9;76;;;
2280;2024-02-17 07:59:00;28,9;76;;;
2281;2024-02-17 08:00:00;28,9;76,1;;;
2282;2024-02-17 08:01:00;28,9;76,1;;;
2283;2024-02-17 08:02:00;28,9;76,1;;;
2284;2024-02-17 08:03:00;28,9;76;;;
2285;2024-02-17 08:04:00;28,9;76,1;;;
2286;2024-02-17 08:05:00;28,9;76;;;
2287;2024-02-17 08:06:00;28,9;76,1;;;
2288;2024-02-17 08:07:00;28,9;76,1;;;
2289;2024-02-17 08:08:00;28,9;76,3;;;
2292;2024-02-17 08:11:00;28,9;76,4;;;
2294;2024-02-17 08:13:00;28,9;76,6;;;
418;2024-02-16 00:57:00;28,8;75,4;;;
419;2024-02-16 00:58:00;28,8;75,5;;;
420;2024-02-16 00:59:00;28,8;75,5;;;
421;2024-02-16 01:00:00;28,8;75,5;;;
422;2024-02-16 01:01:00;28,8;75,6;;;
974;2024-02-16 10:13:00;28,8;75,5;;;
975;2024-02-16 10:14:00;28,8;75,5;;;
976;2024-02-16 10:15:00;28,8;75,4;;;
977;2024-02-16 10:16:00;28,8;75,3;;;
978;2024-02-16 10:17:00;28,8;75,3;;;
979;2024-02-16 10:18:00;28,8;75,2;;;
980;2024-02-16 10:19:00;28,8;75,2;;;
981;2024-02-16 10:20:00;28,8;75,1;;;
982;2024-02-16 10:21:00;28,8;75,1;;;
983;2024-02-16 10:22:00;28,8;75,1;;;
1922;2024-02-17 02:01:00;28,8;74,4;;;
1929;2024-02-17 02:08:00;28,8;74,4;;;
1931;2024-02-17 02:10:00;28,8;74,4;;;
1933;2024-02-17 02:12:00;28,8;74,4;;;
1934;2024-02-17 02:13:00;28,8;74,4;;;
1935;2024-02-17 02:14:00;28,8;74,4;;;
1936;2024-02-17 02:15:00;28,8;74,4;;;
1937;2024-02-17 02:16:00;28,8;74,5;;;
1938;2024-02-17 02:17:00;28,8;74,4;;;
1939;2024-02-17 02:18:00;28,8;74,4;;;
1940;2024-02-17 02:19:00;28,8;74,4;;;
1941;2024-02-17 02:20:00;28,8;74,5;;;
1942;2024-02-17 02:21:00;28,8;74,4;;;
1943;2024-02-17 02:22:00;28,8;74,4;;;
1944;2024-02-17 02:23:00;28,8;74,4;;;
1945;2024-02-17 02:24:00;28,8;74,4;;;
1946;2024-02-17 02:25:00;28,8;74,4;;;
1947;2024-02-17 02:26:00;28,8;74,5;;;
1948;2024-02-17 02:27:00;28,8;74,5;;;
1949;2024-02-17 02:28:00;28,8;74,5;;;
1950;2024-02-17 02:29:00;28,8;74,5;;;
1951;2024-02-17 02:30:00;28,8;74,5;;;
1952;2024-02-17 02:31:00;28,8;74,5;;;
1953;2024-02-17 02:32:00;28,8;74,5;;;
1954;2024-02-17 02:33:00;28,8;74,4;;;
1955;2024-02-17 02:34:00;28,8;74,5;;;
1956;2024-02-17 02:35:00;28,8;74,4;;;
1957;2024-02-17 02:36:00;28,8;74,5;;;
1958;2024-02-17 02:37:00;28,8;74,5;;;
1959;2024-02-17 02:38:00;28,8;74,4;;;
1960;2024-02-17 02:39:00;28,8;74,5;;;
1961;2024-02-17 02:40:00;28,8;74,5;;;
1962;2024-02-17 02:41:00;28,8;74,5;;;
1963;2024-02-17 02:42:00;28,8;74,5;;;
1964;2024-02-17 02:43:00;28,8;74,4;;;
1965;2024-02-17 02:44:00;28,8;74,5;;;
1966;2024-02-17 02:45:00;28,8;74,5;;;
1967;2024-02-17 02:46:00;28,8;74,5;;;
1968;2024-02-17 02:47:00;28,8;74,5;;;
1969;2024-02-17 02:48:00;28,8;74,5;;;
1970;2024-02-17 02:49:00;28,8;74,5;;;
1971;2024-02-17 02:50:00;28,8;74,5;;;
1972;2024-02-17 02:51:00;28,8;74,5;;;
1973;2024-02-17 02:52:00;28,8;74,5;;;
1974;2024-02-17 02:53:00;28,8;74,4;;;
1975;2024-02-17 02:54:00;28,8;74,5;;;
1976;2024-02-17 02:55:00;28,8;74,5;;;
1978;2024-02-17 02:57:00;28,8;74,5;;;
1979;2024-02-17 02:58:00;28,8;74,5;;;
1980;2024-02-17 02:59:00;28,8;74,5;;;
1981;2024-02-17 03:00:00;28,8;74,5;;;
1982;2024-02-17 03:01:00;28,8;74,5;;;
1983;2024-02-17 03:02:00;28,8;74,5;;;
1984;2024-02-17 03:03:00;28,8;74,5;;;
1988;2024-02-17 03:07:00;28,8;74,5;;;
1989;2024-02-17 03:08:00;28,8;74,5;;;
1990;2024-02-17 03:09:00;28,8;74,5;;;
1991;2024-02-17 03:10:00;28,8;74,5;;;
1995;2024-02-17 03:14:00;28,8;74,5;;;
2003;2024-02-17 03:22:00;28,8;74,6;;;
2266;2024-02-17 07:45:00;28,8;76,6;;;
2268;2024-02-17 07:47:00;28,8;76,6;;;
2269;2024-02-17 07:48:00;28,8;76,3;;;
2270;2024-02-17 07:49:00;28,8;76,2;;;
2271;2024-02-17 07:50:00;28,8;76,2;;;
2272;2024-02-17 07:51:00;28,8;76,1;;;
2273;2024-02-17 07:52:00;28,8;76,1;;;
2274;2024-02-17 07:53:00;28,8;76,1;;;
2275;2024-02-17 07:54:00;28,8;76,1;;;
2276;2024-02-17 07:55:00;28,8;76,1;;;
2277;2024-02-17 07:56:00;28,8;76;;;
423;2024-02-16 01:02:00;28,7;75,6;;;
424;2024-02-16 01:03:00;28,7;75,6;;;
425;2024-02-16 01:04:00;28,7;75,6;;;
426;2024-02-16 01:05:00;28,7;75,6;;;
427;2024-02-16 01:06:00;28,7;75,6;;;
428;2024-02-16 01:07:00;28,7;75,6;;;
960;2024-02-16 09:59:00;28,7;75,6;;;
961;2024-02-16 10:00:00;28,7;75,7;;;
962;2024-02-16 10:01:00;28,7;75,8;;;
963;2024-02-16 10:02:00;28,7;75,7;;;
964;2024-02-16 10:03:00;28,7;75,8;;;
965;2024-02-16 10:04:00;28,7;75,7;;;
966;2024-02-16 10:05:00;28,7;75,7;;;
967;2024-02-16 10:06:00;28,7;75,7;;;
968;2024-02-16 10:07:00;28,7;75,7;;;
969;2024-02-16 10:08:00;28,7;75,7;;;
970;2024-02-16 10:09:00;28,7;75,7;;;
971;2024-02-16 10:10:00;28,7;75,7;;;
972;2024-02-16 10:11:00;28,7;75,6;;;
973;2024-02-16 10:12:00;28,7;75,5;;;
1977;2024-02-17 02:56:00;28,7;74,5;;;
1985;2024-02-17 03:04:00;28,7;74,5;;;
1986;2024-02-17 03:05:00;28,7;74,5;;;
1987;2024-02-17 03:06:00;28,7;74,5;;;
1992;2024-02-17 03:11:00;28,7;74,5;;;
1993;2024-02-17 03:12:00;28,7;74,5;;;
1994;2024-02-17 03:13:00;28,7;74,5;;;
1996;2024-02-17 03:15:00;28,7;74,6;;;
1997;2024-02-17 03:16:00;28,7;74,5;;;
1998;2024-02-17 03:17:00;28,7;74,5;;;
1999;2024-02-17 03:18:00;28,7;74,5;;;
2000;2024-02-17 03:19:00;28,7;74,5;;;
2001;2024-02-17 03:20:00;28,7;74,5;;;
2002;2024-02-17 03:21:00;28,7;74,6;;;
2004;2024-02-17 03:23:00;28,7;74,6;;;
2005;2024-02-17 03:24:00;28,7;74,6;;;
2006;2024-02-17 03:25:00;28,7;74,6;;;
2007;2024-02-17 03:26:00;28,7;74,6;;;
2008;2024-02-17 03:27:00;28,7;74,6;;;
2009;2024-02-17 03:28:00;28,7;74,7;;;
2010;2024-02-17 03:29:00;28,7;74,7;;;
2011;2024-02-17 03:30:00;28,7;74,7;;;
2012;2024-02-17 03:31:00;28,7;74,7;;;
2013;2024-02-17 03:32:00;28,7;74,7;;;
2014;2024-02-17 03:33:00;28,7;74,7;;;
2015;2024-02-17 03:34:00;28,7;74,7;;;
2016;2024-02-17 03:35:00;28,7;74,7;;;
2017;2024-02-17 03:36:00;28,7;74,7;;;
2018;2024-02-17 03:37:00;28,7;74,7;;;
2019;2024-02-17 03:38:00;28,7;74,7;;;
2020;2024-02-17 03:39:00;28,7;74,7;;;
2021;2024-02-17 03:40:00;28,7;74,7;;;
2022;2024-02-17 03:41:00;28,7;74,7;;;
2023;2024-02-17 03:42:00;28,7;74,7;;;
2024;2024-02-17 03:43:00;28,7;74,8;;;
2025;2024-02-17 03:44:00;28,7;74,7;;;
2026;2024-02-17 03:45:00;28,7;74,8;;;
2027;2024-02-17 03:46:00;28,7;74,8;;;
2028;2024-02-17 03:47:00;28,7;74,7;;;
2029;2024-02-17 03:48:00;28,7;74,7;;;
2030;2024-02-17 03:49:00;28,7;74,8;;;
2031;2024-02-17 03:50:00;28,7;74,8;;;
2032;2024-02-17 03:51:00;28,7;74,8;;;
2033;2024-02-17 03:52:00;28,7;74,8;;;
2034;2024-02-17 03:53:00;28,7;74,7;;;
2035;2024-02-17 03:54:00;28,7;74,8;;;
2036;2024-02-17 03:55:00;28,7;74,8;;;
2037;2024-02-17 03:56:00;28,7;74,8;;;
2038;2024-02-17 03:57:00;28,7;74,8;;;
2039;2024-02-17 03:58:00;28,7;74,8;;;
2040;2024-02-17 03:59:00;28,7;74,8;;;
2043;2024-02-17 04:02:00;28,7;74,8;;;
2046;2024-02-17 04:05:00;28,7;74,9;;;
2253;2024-02-17 07:32:00;28,7;75,9;;;
2256;2024-02-17 07:35:00;28,7;75,8;;;
2258;2024-02-17 07:37:00;28,7;75,9;;;
2259;2024-02-17 07:38:00;28,7;75,8;;;
2260;2024-02-17 07:39:00;28,7;75,8;;;
2261;2024-02-17 07:40:00;28,7;75,9;;;
2262;2024-02-17 07:41:00;28,7;76;;;
2263;2024-02-17 07:42:00;28,7;76,3;;;
2264;2024-02-17 07:43:00;28,7;76,2;;;
2265;2024-02-17 07:44:00;28,7;76,5;;;
2267;2024-02-17 07:46:00;28,7;76,7;;;
429;2024-02-16 01:08:00;28,6;75,6;;;
430;2024-02-16 01:09:00;28,6;75,6;;;
431;2024-02-16 01:10:00;28,6;75,6;;;
432;2024-02-16 01:11:00;28,6;75,7;;;
433;2024-02-16 01:12:00;28,6;75,7;;;
434;2024-02-16 01:13:00;28,6;75,8;;;
926;2024-02-16 09:25:00;28,6;75,9;;;
929;2024-02-16 09:28:00;28,6;75,9;;;
934;2024-02-16 09:33:00;28,6;75,7;;;
935;2024-02-16 09:34:00;28,6;75,8;;;
936;2024-02-16 09:35:00;28,6;75,8;;;
937;2024-02-16 09:36:00;28,6;75,8;;;
938;2024-02-16 09:37:00;28,6;75,8;;;
939;2024-02-16 09:38:00;28,6;75,7;;;
940;2024-02-16 09:39:00;28,6;75,7;;;
941;2024-02-16 09:40:00;28,6;75,6;;;
942;2024-02-16 09:41:00;28,6;75,7;;;
943;2024-02-16 09:42:00;28,6;75,7;;;
944;2024-02-16 09:43:00;28,6;75,7;;;
945;2024-02-16 09:44:00;28,6;75,8;;;
946;2024-02-16 09:45:00;28,6;75,8;;;
947;2024-02-16 09:46:00;28,6;75,7;;;
948;2024-02-16 09:47:00;28,6;75,8;;;
949;2024-02-16 09:48:00;28,6;75,8;;;
950;2024-02-16 09:49:00;28,6;75,7;;;
951;2024-02-16 09:50:00;28,6;75,9;;;
952;2024-02-16 09:51:00;28,6;75,9;;;
953;2024-02-16 09:52:00;28,6;76;;;
954;2024-02-16 09:53:00;28,6;75,8;;;
955;2024-02-16 09:54:00;28,6;75,6;;;
956;2024-02-16 09:55:00;28,6;75,8;;;
957;2024-02-16 09:56:00;28,6;75,7;;;
958;2024-02-16 09:57:00;28,6;75,5;;;
959;2024-02-16 09:58:00;28,6;75,6;;;
2041;2024-02-17 04:00:00;28,6;74,8;;;
2042;2024-02-17 04:01:00;28,6;74,8;;;
2044;2024-02-17 04:03:00;28,6;74,8;;;
2045;2024-02-17 04:04:00;28,6;74,8;;;
2047;2024-02-17 04:06:00;28,6;74,8;;;
2048;2024-02-17 04:07:00;28,6;74,8;;;
2049;2024-02-17 04:08:00;28,6;74,9;;;
2050;2024-02-17 04:09:00;28,6;74,9;;;
2051;2024-02-17 04:10:00;28,6;74,8;;;
2052;2024-02-17 04:11:00;28,6;74,9;;;
2053;2024-02-17 04:12:00;28,6;74,8;;;
2054;2024-02-17 04:13:00;28,6;74,9;;;
2055;2024-02-17 04:14:00;28,6;74,8;;;
2056;2024-02-17 04:15:00;28,6;74,9;;;
2057;2024-02-17 04:16:00;28,6;74,9;;;
2058;2024-02-17 04:17:00;28,6;74,9;;;
2059;2024-02-17 04:18:00;28,6;74,9;;;
2060;2024-02-17 04:19:00;28,6;74,9;;;
2061;2024-02-17 04:20:00;28,6;74,9;;;
2062;2024-02-17 04:21:00;28,6;74,9;;;
2063;2024-02-17 04:22:00;28,6;74,9;;;
2064;2024-02-17 04:23:00;28,6;74,9;;;
2065;2024-02-17 04:24:00;28,6;74,9;;;
2066;2024-02-17 04:25:00;28,6;74,9;;;
2067;2024-02-17 04:26:00;28,6;74,9;;;
2068;2024-02-17 04:27:00;28,6;74,9;;;
2069;2024-02-17 04:28:00;28,6;74,9;;;
2070;2024-02-17 04:29:00;28,6;74,9;;;
2071;2024-02-17 04:30:00;28,6;75;;;
2072;2024-02-17 04:31:00;28,6;74,9;;;
2073;2024-02-17 04:32:00;28,6;74,9;;;
2074;2024-02-17 04:33:00;28,6;74,9;;;
2075;2024-02-17 04:34:00;28,6;74,9;;;
2076;2024-02-17 04:35:00;28,6;74,9;;;
2077;2024-02-17 04:36:00;28,6;75;;;
2078;2024-02-17 04:37:00;28,6;75;;;
2079;2024-02-17 04:38:00;28,6;74,9;;;
2080;2024-02-17 04:39:00;28,6;74,9;;;
2081;2024-02-17 04:40:00;28,6;75;;;
2082;2024-02-17 04:41:00;28,6;74,9;;;
2083;2024-02-17 04:42:00;28,6;75;;;
2084;2024-02-17 04:43:00;28,6;75;;;
2085;2024-02-17 04:44:00;28,6;75;;;
2086;2024-02-17 04:45:00;28,6;74,9;;;
2087;2024-02-17 04:46:00;28,6;75;;;
2088;2024-02-17 04:47:00;28,6;75;;;
2089;2024-02-17 04:48:00;28,6;75;;;
2090;2024-02-17 04:49:00;28,6;75;;;
2091;2024-02-17 04:50:00;28,6;75;;;
2092;2024-02-17 04:51:00;28,6;75;;;
2093;2024-02-17 04:52:00;28,6;75;;;
2094;2024-02-17 04:53:00;28,6;75;;;
2095;2024-02-17 04:54:00;28,6;75;;;
2096;2024-02-17 04:55:00;28,6;75;;;
2097;2024-02-17 04:56:00;28,6;75;;;
2098;2024-02-17 04:57:00;28,6;75;;;
2099;2024-02-17 04:58:00;28,6;75;;;
2100;2024-02-17 04:59:00;28,6;75;;;
2101;2024-02-17 05:00:00;28,6;75;;;
2102;2024-02-17 05:01:00;28,6;75;;;
2103;2024-02-17 05:02:00;28,6;75;;;
2105;2024-02-17 05:04:00;28,6;75;;;
2106;2024-02-17 05:05:00;28,6;75;;;
2107;2024-02-17 05:06:00;28,6;75,1;;;
2108;2024-02-17 05:07:00;28,6;75;;;
2109;2024-02-17 05:08:00;28,6;75,1;;;
2110;2024-02-17 05:09:00;28,6;75,1;;;
2111;2024-02-17 05:10:00;28,6;75,1;;;
2112;2024-02-17 05:11:00;28,6;75,1;;;
2113;2024-02-17 05:12:00;28,6;75,1;;;
2115;2024-02-17 05:14:00;28,6;75,1;;;
2116;2024-02-17 05:15:00;28,6;75,1;;;
2117;2024-02-17 05:16:00;28,6;75,1;;;
2119;2024-02-17 05:18:00;28,6;75,1;;;
2122;2024-02-17 05:21:00;28,6;75,1;;;
2123;2024-02-17 05:22:00;28,6;75,1;;;
2125;2024-02-17 05:24:00;28,6;75,1;;;
2126;2024-02-17 05:25:00;28,6;75,1;;;
2243;2024-02-17 07:22:00;28,6;76;;;
2244;2024-02-17 07:23:00;28,6;76;;;
2245;2024-02-17 07:24:00;28,6;75,9;;;
2246;2024-02-17 07:25:00;28,6;76;;;
2247;2024-02-17 07:26:00;28,6;76;;;
2248;2024-02-17 07:27:00;28,6;75,9;;;
2249;2024-02-17 07:28:00;28,6;75,8;;;
2250;2024-02-17 07:29:00;28,6;75,8;;;
2251;2024-02-17 07:30:00;28,6;75,8;;;
2252;2024-02-17 07:31:00;28,6;75,9;;;
2254;2024-02-17 07:33:00;28,6;75,8;;;
2255;2024-02-17 07:34:00;28,6;75,8;;;
2257;2024-02-17 07:36:00;28,6;75,8;;;
435;2024-02-16 01:14:00;28,5;75,8;;;
436;2024-02-16 01:15:00;28,5;75,9;;;
437;2024-02-16 01:16:00;28,5;75,9;;;
438;2024-02-16 01:17:00;28,5;75,8;;;
439;2024-02-16 01:18:00;28,5;75,9;;;
440;2024-02-16 01:19:00;28,5;75,9;;;
441;2024-02-16 01:20:00;28,5;76;;;
442;2024-02-16 01:21:00;28,5;76;;;
443;2024-02-16 01:22:00;28,5;76,1;;;
907;2024-02-16 09:06:00;28,5;76,1;;;
908;2024-02-16 09:07:00;28,5;76;;;
909;2024-02-16 09:08:00;28,5;75,8;;;
911;2024-02-16 09:10:00;28,5;75,7;;;
912;2024-02-16 09:11:00;28,5;75,7;;;
913;2024-02-16 09:12:00;28,5;75,7;;;
914;2024-02-16 09:13:00;28,5;75,7;;;
915;2024-02-16 09:14:00;28,5;75,7;;;
916;2024-02-16 09:15:00;28,5;75,7;;;
917;2024-02-16 09:16:00;28,5;75,8;;;
918;2024-02-16 09:17:00;28,5;75,7;;;
919;2024-02-16 09:18:00;28,5;75,8;;;
920;2024-02-16 09:19:00;28,5;76,2;;;
921;2024-02-16 09:20:00;28,5;75,8;;;
922;2024-02-16 09:21:00;28,5;75,9;;;
923;2024-02-16 09:22:00;28,5;76;;;
924;2024-02-16 09:23:00;28,5;75,9;;;
925;2024-02-16 09:24:00;28,5;75,8;;;
927;2024-02-16 09:26:00;28,5;75,9;;;
928;2024-02-16 09:27:00;28,5;75,9;;;
930;2024-02-16 09:29:00;28,5;75,7;;;
931;2024-02-16 09:30:00;28,5;75,7;;;
932;2024-02-16 09:31:00;28,5;75,7;;;
933;2024-02-16 09:32:00;28,5;75,8;;;
2104;2024-02-17 05:03:00;28,5;75;;;
2114;2024-02-17 05:13:00;28,5;75;;;
2118;2024-02-17 05:17:00;28,5;75,1;;;
2120;2024-02-17 05:19:00;28,5;75,1;;;
2121;2024-02-17 05:20:00;28,5;75,1;;;
2124;2024-02-17 05:23:00;28,5;75,2;;;
2127;2024-02-17 05:26:00;28,5;75,1;;;
2128;2024-02-17 05:27:00;28,5;75,1;;;
2129;2024-02-17 05:28:00;28,5;75,2;;;
2130;2024-02-17 05:29:00;28,5;75,2;;;
2131;2024-02-17 05:30:00;28,5;75,1;;;
2132;2024-02-17 05:31:00;28,5;75,1;;;
2133;2024-02-17 05:32:00;28,5;75,1;;;
2134;2024-02-17 05:33:00;28,5;75,1;;;
2135;2024-02-17 05:34:00;28,5;75,2;;;
2136;2024-02-17 05:35:00;28,5;75,2;;;
2137;2024-02-17 05:36:00;28,5;75,1;;;
2138;2024-02-17 05:37:00;28,5;75,1;;;
2139;2024-02-17 05:38:00;28,5;75,1;;;
2140;2024-02-17 05:39:00;28,5;75,2;;;
2141;2024-02-17 05:40:00;28,5;75,2;;;
2142;2024-02-17 05:41:00;28,5;75,1;;;
2143;2024-02-17 05:42:00;28,5;75,1;;;
2144;2024-02-17 05:43:00;28,5;75,2;;;
2145;2024-02-17 05:44:00;28,5;75,1;;;
2146;2024-02-17 05:45:00;28,5;75,2;;;
2147;2024-02-17 05:46:00;28,5;75,2;;;
2148;2024-02-17 05:47:00;28,5;75,2;;;
2149;2024-02-17 05:48:00;28,5;75,1;;;
2150;2024-02-17 05:49:00;28,5;75,2;;;
2151;2024-02-17 05:50:00;28,5;75,2;;;
2152;2024-02-17 05:51:00;28,5;75,2;;;
2153;2024-02-17 05:52:00;28,5;75,2;;;
